2024-06-11 22:34:03,771: Key.backspace
2024-06-11 22:34:03,810: Key.backspace
2024-06-11 22:34:03,841: Key.backspace
2024-06-11 22:34:03,871: Key.backspace
2024-06-11 22:34:03,900: Key.backspace
2024-06-11 22:34:03,931: Key.backspace
2024-06-11 22:34:03,961: Key.backspace
2024-06-11 22:34:03,990: Key.backspace
2024-06-11 22:34:04,022: Key.backspace
2024-06-11 22:34:04,051: Key.backspace
2024-06-11 22:34:04,081: Key.backspace
2024-06-11 22:34:04,110: Key.backspace
2024-06-11 22:34:04,141: Key.backspace
2024-06-11 22:34:04,171: Key.backspace
2024-06-11 22:34:04,201: Key.backspace
2024-06-11 22:34:04,234: Key.backspace
2024-06-11 22:34:04,265: Key.backspace
2024-06-11 22:34:08,961: Key.ctrl_l
2024-06-11 22:34:09,151: '\x13'
2024-06-11 22:34:12,288: 'f'
2024-06-11 22:34:12,581: 'i'
2024-06-11 22:34:12,961: 'r'
2024-06-11 22:34:13,091: 's'
2024-06-11 22:34:13,191: 't'
2024-06-11 22:34:14,047: Key.space
2024-06-11 22:34:14,791: 'k'
2024-06-11 22:34:15,011: 'e'
2024-06-11 22:34:15,141: 'y'
2024-06-11 22:34:15,471: 'l'
2024-06-11 22:34:15,653: 'o'
2024-06-11 22:34:16,014: 'g'
2024-06-11 22:34:16,250: 'g'
2024-06-11 22:34:16,430: 'e'
2024-06-11 22:34:16,612: 'r'
2024-06-11 22:34:16,721: Key.space
2024-06-11 22:34:16,880: 'b'
2024-06-11 22:34:17,095: 'y'
2024-06-11 22:34:17,281: Key.space
2024-06-11 22:34:17,451: 'h'
2024-06-11 22:34:17,621: 'a'
2024-06-11 22:34:17,721: 'y'
2024-06-11 22:34:17,911: 'f'
2024-06-11 22:34:18,041: 'a'
2024-06-11 22:34:18,161: Key.space
2024-06-11 22:34:18,361: 'h'
2024-06-11 22:34:18,641: 'o'
2024-06-11 22:34:18,901: 'r'
2024-06-11 22:34:19,051: 'r'
2024-06-11 22:34:19,351: 'a'
2024-06-11 22:34:19,651: Key.enter
2024-06-11 22:34:53,541: Key.ctrl_l
2024-06-11 22:34:53,801: '\x13'
2024-06-11 22:34:55,304: Key.ctrl_l
2024-06-11 22:34:55,671: '\x13'
2024-06-11 22:34:59,664: Key.ctrl_l
2024-06-11 22:35:00,061: '\x13'
2024-06-11 22:35:08,658: 'k'
2024-06-11 22:35:08,773: 'e'
2024-06-11 22:35:08,971: 'y'
2024-06-11 22:35:10,591: Key.right
2024-06-11 22:35:11,721: Key.enter
2024-06-11 22:35:14,220: 'k'
2024-06-11 22:35:14,374: 'e'
2024-06-11 22:35:14,570: 'y'
2024-06-11 22:35:16,094: Key.down
2024-06-11 22:35:16,271: Key.down
2024-06-11 22:35:17,561: 'l'
2024-06-11 22:35:17,746: 'o'
2024-06-11 22:35:18,045: 'g'
2024-06-11 22:35:18,163: 'g'
2024-06-11 22:35:18,251: 'e'
2024-06-11 22:35:18,429: 'r'
2024-06-11 22:35:18,491: Key.enter
2024-06-11 22:35:23,491: 'k'
2024-06-11 22:35:27,373: 'i'
2024-06-11 22:35:27,589: 'c'
2024-06-11 22:35:27,751: 'o'
2024-06-11 22:35:28,041: 'n'
2024-06-11 22:35:28,195: Key.space
2024-06-11 22:35:28,361: Key.enter
2024-06-11 22:35:32,222: Key.backspace
2024-06-11 22:35:33,951: 'p'
2024-06-11 22:35:34,241: 'h'
2024-06-11 22:35:34,541: 'o'
2024-06-11 22:35:34,771: 't'
2024-06-11 22:35:34,881: 'o'
2024-06-11 22:35:35,151: Key.enter
2024-06-11 22:36:21,721: 'k'
2024-06-11 22:36:21,851: 'e'
2024-06-11 22:36:22,007: 'y'
2024-06-11 22:36:22,333: 'l'
2024-06-11 22:36:22,491: 'o'
2024-06-11 22:36:22,773: 'g'
2024-06-11 22:36:22,891: 'g'
2024-06-11 22:36:23,021: 'e'
2024-06-11 22:36:23,191: 'r'
2024-06-11 22:36:23,477: Key.enter
2024-06-11 22:36:40,481: 'l'
2024-06-11 22:36:40,672: 'i'
2024-06-11 22:36:41,106: Key.enter
2024-06-12 17:34:09,975: 'v'
2024-06-12 17:34:10,199: 'e'
2024-06-12 17:34:10,614: 'n'
2024-06-12 17:34:10,820: 'a'
2024-06-12 17:34:11,095: 'r'
2024-06-12 17:34:11,601: 'i'
2024-06-12 17:34:11,828: Key.space
2024-06-12 17:34:11,962: 's'
2024-06-12 17:34:12,137: 'e'
2024-06-12 17:34:12,324: 'c'
2024-06-12 17:34:12,526: 'u'
2024-06-12 17:34:12,753: 'r'
2024-06-12 17:34:13,089: 'i'
2024-06-12 17:34:13,383: 't'
2024-06-12 17:34:13,621: 'y'
